Región,ID_Región,Comuna,Población,Número de Casos Confirmados,Tasa incidencia acumulada,Número de Fallecidos,Tasa de mortalidad,Número de Casos Actuales,Tasa de Incidencia Actual,Número de Casos Activos,Tasa de Incidencia Activos,Confirmados/100kHab
Araucanía,9,Lonquimay,11049.0,69,624.5,1,9.1,0,0.0,0,0.0,624.4909042
Araucanía,9,Los Sauces,7517.0,8,106.4,0,0.0,1,13.3,1,13.3,106.42543570000001
Araucanía,9,Lumaco,10050.0,28,278.6,0,0.0,11,109.5,11,109.5,278.6069652
Araucanía,9,Melipeuco,6265.0,8,127.7,0,0.0,0,0.0,0,0.0,127.6935355
Araucanía,9,Nueva Imperial,33777.0,100,296.1,1,3.0,27,79.9,27,79.9,296.05944869999996
Araucanía,9,Padre Las Casas,82110.0,176,214.3,4,4.9,8,9.7,8,9.7,214.3466082
Araucanía,9,Perquenco,7223.0,16,221.5,0,0.0,4,55.4,4,55.4,221.51460609999998
Araucanía,9,Pitrufquén,26096.0,74,283.6,0,0.0,4,15.3,4,15.3,283.568363
Araucanía,9,Pucón,29782.0,69,231.7,0,0.0,9,30.2,9,30.2,231.6835673
Araucanía,9,Purén,12188.0,14,114.9,1,8.2,5,41.0,5,41.0,114.8670824
Araucanía,9,Renaico,10833.0,32,295.4,1,9.2,5,46.2,5,46.2,295.3937044
Araucanía,9,Saavedra,12793.0,99,773.9,0,0.0,6,46.9,6,46.9,773.8607051
Araucanía,9,Temuco,302931.0,897,296.1,19,6.3,36,11.9,36,11.9,296.1070343
Araucanía,9,Teodoro Schmidt,15786.0,24,152.0,0,0.0,13,82.4,13,82.4,152.03344740000003
Araucanía,9,Toltén,10055.0,17,169.1,0,0.0,0,0.0,0,0.0,169.07011440000002
Araucanía,9,Traiguén,19314.0,36,186.4,0,0.0,13,67.3,13,67.3,186.3932898
Araucanía,9,Victoria,35467.0,165,465.2,3,8.5,31,87.4,31,87.4,465.22119150000003
Araucanía,9,Vilcún,30766.0,105,341.3,1,3.3,5,16.3,5,16.3,341.285835
Araucanía,9,Villarrica,59103.0,58,98.1,0,0.0,22,37.2,22,37.2,98.13376648
Desconocido,,-,,14,0.0,0,0.0,3,0.0,3,0.0,
Los Ríos,14,Corral,5447.0,22,403.9,0,0.0,3,55.1,3,55.1,403.89205069999997
Los Ríos,14,Futrono,15261.0,56,366.9,0,0.0,5,32.8,5,32.8,366.94843060000005
Los Ríos,14,La Unión,39538.0,76,192.2,2,5.1,16,40.5,16,40.5,192.2201426
Los Ríos,14,Lago Ranco,10292.0,2,19.4,0,0.0,0,0.0,0,0.0,19.43256899
Los Ríos,14,Lanco,17652.0,23,130.3,0,0.0,13,73.6,13,73.6,130.29685020000002
Los Ríos,14,Los Lagos,20518.0,59,287.6,1,4.9,30,146.2,30,146.2,287.552393
Los Ríos,14,Máfil,7389.0,20,270.7,0,0.0,14,189.5,14,189.5,270.6726215
Los Ríos,14,Mariquina,23250.0,19,81.7,0,0.0,2,8.6,2,8.6,81.72043011
Los Ríos,14,Paillaco,20798.0,26,125.0,0,0.0,1,4.8,1,4.8,125.01202040000001
Los Ríos,14,Panguipulli,35991.0,36,100.0,1,2.8,5,13.9,5,13.9,100.0250063
Los Ríos,14,Río Bueno,32925.0,19,57.7,0,0.0,1,3.0,1,3.0,57.70690964
Los Ríos,14,Valdivia,176774.0,243,137.5,6,3.4,42,23.8,42,23.8,137.46365419999998
Desconocido,,-,,5,0.0,0,0.0,1,0.0,1,0.0,
Los Lagos,10,Ancud,42458.0,94,221.4,1,2.4,5,11.8,5,11.8,221.39526119999996
Los Lagos,10,Calbuco,36744.0,11,29.9,0,0.0,2,5.4,2,5.4,29.93686044
Los Lagos,10,Castro,47607.0,9,18.9,0,0.0,1,2.1,1,2.1,18.90478291
Los Lagos,10,Chaitén,5020.0,1,19.9,0,0.0,0,0.0,0,0.0,19.92031873
Los Lagos,10,Chonchi,16013.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Los Lagos,10,Cochamó,4006.0,1,25.0,0,0.0,0,0.0,0,0.0,24.96255617
Los Lagos,10,Curaco de Vélez,4066.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Los Lagos,10,Dalcahue,15069.0,7,46.5,0,0.0,1,6.6,1,6.6,46.45298295
Los Lagos,10,Fresia,12656.0,9,71.1,0,0.0,9,71.1,9,71.1,71.1125158
Los Lagos,10,Frutillar,20223.0,20,98.9,0,0.0,6,29.7,6,29.7,98.89729516
Los Lagos,10,Futaleufú,2806.0,1,35.6,0,0.0,0,0.0,0,0.0,35.63791875
Los Lagos,10,Hualaihué,9525.0,5,52.5,0,0.0,1,10.5,1,10.5,52.49343832
Los Lagos,10,Llanquihue,18621.0,28,150.4,0,0.0,18,96.7,18,96.7,150.36786419999999
Los Lagos,10,Los Muermos,17817.0,4,22.5,0,0.0,2,11.2,2,11.2,22.45046865
Los Lagos,10,Maullín,14894.0,17,114.1,0,0.0,2,13.4,2,13.4,114.13992209999999
Los Lagos,10,Osorno,173410.0,451,260.1,10,5.8,39,22.5,39,22.5,260.0772735
Los Lagos,10,Palena,1827.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Los Lagos,10,Puerto Montt,269398.0,356,132.1,1,0.4,117,43.4,116,43.1,132.1464896
Los Lagos,10,Puerto Octay,9192.0,5,54.4,0,0.0,0,0.0,0,0.0,54.3951262
Los Lagos,10,Puerto Varas,48620.0,61,125.5,0,0.0,19,39.1,19,39.1,125.46277250000001
Los Lagos,10,Puqueldón,4201.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Los Lagos,10,Purranque,21080.0,68,322.6,0,0.0,0,0.0,0,0.0,322.5806452
Los Lagos,10,Puyehue,11787.0,13,110.3,0,0.0,3,25.5,3,25.5,110.29099860000001
Los Lagos,10,Queilén,5543.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Los Lagos,10,Quellón,29309.0,1,3.4,0,0.0,0,0.0,0,0.0,3.411921253
Los Lagos,10,Quemchi,8783.0,14,159.4,0,0.0,0,0.0,0,0.0,159.3988387
Los Lagos,10,Quinchao,8298.0,2,24.1,0,0.0,1,12.1,1,12.1,24.102193300000003
Los Lagos,10,Río Negro,14275.0,33,231.2,0,0.0,1,7.0,1,7.0,231.17337999999998
Los Lagos,10,San Juan de la Costa,7639.0,42,549.8,1,13.1,5,65.5,5,65.5,549.8101846
Los Lagos,10,San Pablo,10553.0,12,113.7,1,9.5,0,0.0,0,0.0,113.71174070000001
Desconocido,,-,,52,0.0,0,0.0,6,0.0,6,0.0,
Aysén,11,Aysén,25002.0,8,32.0,0,0.0,4,16.0,4,16.0,31.9974402
Aysén,11,Chile Chico,5121.0,1,19.5,0,0.0,0,0.0,0,0.0,19.52743605
Aysén,11,Cisnes,5828.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Aysén,11,Cochrane,3685.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Aysén,11,Coyhaique,61210.0,15,24.5,0,0.0,4,6.5,4,6.5,24.50579971
Aysén,11,Guaitecas,1599.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Aysén,11,Lago Verde,920.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Aysén,11,O'Higgins,661.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Aysén,11,Río Ibáñez,2699.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Aysén,11,Tortel,572.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Desconocido,,-,,1,0.0,0,0.0,0,0.0,0,0.0,
Magallanes,12,Antártica,137.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Magallanes,12,Cabo de Hornos,1983.0,21,1059.0,0,0.0,0,0.0,0,0.0,1059.0015130000002
Magallanes,12,Laguna Blanca,264.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Magallanes,12,Natales,23782.0,15,63.1,0,0.0,0,0.0,0,0.0,63.07291229
Magallanes,12,Porvenir,7323.0,10,136.6,0,0.0,1,13.7,1,13.7,136.5560563
Magallanes,12,Primavera,694.0,2,288.2,0,0.0,1,144.1,1,144.1,288.184438
Magallanes,12,Punta Arenas,141984.0,1203,847.3,16,11.3,145,102.1,145,102.1,847.2785666000001
Magallanes,12,Río Verde,211.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Magallanes,12,San Gregorio,681.0,2,293.7,0,0.0,0,0.0,0,0.0,293.6857562
Magallanes,12,Timaukel,282.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Magallanes,12,Torres del Paine,1021.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Desconocido,,-,,69,0.0,0,0.0,1,0.0,1,0.0,
