Región,ID_Región,Comuna,Población,Número de Casos Confirmados,Tasa incidencia acumulada,Número de Fallecidos,Tasa de mortalidad,Número de Casos Actuales,Tasa de Incidencia Actual,Número de Casos Activos,Tasa de Incidencia Activos,Confirmados/100kHab
Metropolitana,RM,Puente Alto,645909.0,15682,2427.9,231,35.8,2795,432.7,2779,430.2,2427.89619
Metropolitana,RM,Quilicura,254694.0,6546,2570.1,62,24.3,1037,407.2,1035,406.4,2570.1429949999997
Metropolitana,RM,Quinta Normal,136368.0,4041,2963.3,83,60.9,605,443.7,602,441.5,2963.3051739999996
Metropolitana,RM,Recoleta,190075.0,6543,3442.3,165,86.8,709,373.0,701,368.8,3442.3253979999995
Metropolitana,RM,Renca,160847.0,4766,2963.1,95,59.1,776,482.4,771,479.3,2963.0642780000003
Metropolitana,RM,San Bernardo,334836.0,7055,2107.0,144,43.0,1380,412.1,1368,408.6,2107.0016370000003
Metropolitana,RM,San Joaquín,103485.0,3449,3332.9,73,70.5,541,522.8,540,521.8,3332.850172
Metropolitana,RM,San José de Maipo,18644.0,430,2306.4,13,69.7,78,418.4,77,413.0,2306.372023
Metropolitana,RM,San Miguel,133059.0,3644,2738.6,61,45.8,604,453.9,603,453.2,2738.634741
Metropolitana,RM,San Pedro,11953.0,109,911.9,3,25.1,9,75.3,9,75.3,911.9049610999999
Metropolitana,RM,San Ramón,86510.0,3318,3835.4,87,100.6,518,598.8,515,595.3,3835.394752
Metropolitana,RM,Santiago,503147.0,11123,2210.7,141,28.0,1412,280.6,1409,280.0,2210.685943
Metropolitana,RM,Talagante,81838.0,826,1009.3,15,18.3,202,246.8,199,243.2,1009.311078
Metropolitana,RM,Tiltil,21477.0,351,1634.3,5,23.3,82,381.8,82,381.8,1634.3064669999999
Metropolitana,RM,Vitacura,96774.0,1107,1143.9,24,24.8,129,133.3,126,130.2,1143.902288
Desconocido,,-,,17813,0.0,0,0.0,3524,0.0,3524,0.0,
O’Higgins,6,Chépica,15925.0,37,232.3,0,0.0,20,125.6,20,125.6,232.3390895
O’Higgins,6,Chimbarongo,37696.0,57,151.2,1,2.7,10,26.5,10,26.5,151.2096774
O’Higgins,6,Codegua,14096.0,39,276.7,1,7.1,10,70.9,10,70.9,276.6742338
O’Higgins,6,Coinco,7831.0,36,459.7,1,12.8,6,76.6,6,76.6,459.7114034
O’Higgins,6,Coltauco,21263.0,51,239.9,2,9.4,9,42.3,9,42.3,239.8532662
O’Higgins,6,Doñihue,22700.0,93,409.7,2,8.8,27,118.9,27,118.9,409.69163
O’Higgins,6,Graneros,36504.0,153,419.1,1,2.7,44,120.5,44,120.5,419.1321499
O’Higgins,6,La Estrella,3114.0,11,353.2,0,0.0,7,224.8,7,224.8,353.24341680000003
O’Higgins,6,Las Cabras,26749.0,40,149.5,0,0.0,10,37.4,10,37.4,149.5383005
O’Higgins,6,Litueche,6765.0,36,532.2,1,14.8,18,266.1,18,266.1,532.1507761
O’Higgins,6,Lolol,7289.0,24,329.3,0,0.0,8,109.8,8,109.8,329.26327339999995
O’Higgins,6,Machalí,59913.0,218,363.9,3,5.0,91,151.9,91,151.9,363.8609317
O’Higgins,6,Malloa,14163.0,23,162.4,0,0.0,14,98.8,14,98.8,162.3949728
O’Higgins,6,Marchihue,7632.0,12,157.2,0,0.0,8,104.8,8,104.8,157.2327044
O’Higgins,6,Mostazal,27462.0,88,320.4,3,10.9,25,91.0,25,91.0,320.4427937
O’Higgins,6,Nancagua,19141.0,49,256.0,0,0.0,18,94.0,18,94.0,255.99498459999998
O’Higgins,6,Navidad,6904.0,42,608.3,0,0.0,17,246.2,17,246.2,608.3429896
O’Higgins,6,Olivar,14624.0,60,410.3,1,6.8,18,123.1,18,123.1,410.2844639
O’Higgins,6,Palmilla,13299.0,15,112.8,1,7.5,5,37.6,5,37.6,112.7904354
O’Higgins,6,Paredones,6349.0,9,141.8,0,0.0,4,63.0,4,63.0,141.754607
O’Higgins,6,Peralillo,11848.0,36,303.8,0,0.0,13,109.7,13,109.7,303.8487508
O’Higgins,6,Peumo,14952.0,15,100.3,0,0.0,3,20.1,3,20.1,100.3210273
O’Higgins,6,Pichidegua,20743.0,24,115.7,0,0.0,3,14.5,3,14.5,115.70168249999999
O’Higgins,6,Pichilemu,17882.0,21,117.4,0,0.0,3,16.8,3,16.8,117.4365284
O’Higgins,6,Placilla,9164.0,29,316.5,0,0.0,9,98.2,9,98.2,316.4556962
O’Higgins,6,Pumanque,3531.0,3,85.0,0,0.0,1,28.3,1,28.3,84.9617672
O’Higgins,6,Quinta de Tilcoco,13877.0,14,100.9,0,0.0,6,43.2,6,43.2,100.8863587
O’Higgins,6,Rancagua,265211.0,1721,648.9,19,7.2,637,240.2,635,239.4,648.9172772000001
O’Higgins,6,Rengo,63710.0,190,298.2,0,0.0,73,114.6,73,114.6,298.2263381
O’Higgins,6,Requínoa,30371.0,98,322.7,1,3.3,40,131.7,40,131.7,322.6762372
O’Higgins,6,San Fernando,78642.0,111,141.1,2,2.5,32,40.7,32,40.7,141.1459525
O’Higgins,6,San Vicente,50617.0,122,241.0,2,4.0,33,65.2,33,65.2,241.0257423
O’Higgins,6,Santa Cruz,41096.0,65,158.2,1,2.4,23,56.0,23,56.0,158.1662449
Desconocido,,-,,122,0.0,0,0.0,92,0.0,92,0.0,
Maule,7,Cauquenes,44143.0,216,489.3,2,4.5,79,179.0,79,179.0,489.31880480000007
Maule,7,Chanco,9331.0,17,182.2,0,0.0,7,75.0,7,75.0,182.18840419999998
Maule,7,Colbún,22565.0,84,372.3,0,0.0,28,124.1,28,124.1,372.2579216
Maule,7,Constitución,50348.0,81,160.9,0,0.0,31,61.6,31,61.6,160.8802733
Maule,7,Curepto,9426.0,15,159.1,1,10.6,2,21.2,2,21.2,159.1343094
Maule,7,Curicó,163626.0,998,609.9,6,3.7,348,212.7,347,212.1,609.9275176
Maule,7,Empedrado,4206.0,7,166.4,0,0.0,6,142.7,6,142.7,166.4289111
Maule,7,Hualañé,10222.0,102,997.8,1,9.8,32,313.1,32,313.1,997.8477793
Maule,7,Licantén,6989.0,13,186.0,0,0.0,6,85.8,6,85.8,186.00658180000002
Maule,7,Linares,101073.0,224,221.6,1,1.0,84,83.1,84,83.1,221.621996
Maule,7,Longaví,32810.0,137,417.6,1,3.0,62,189.0,62,189.0,417.5556233
Maule,7,Maule,60000.0,146,243.3,0,0.0,37,61.7,37,61.7,243.33333330000002
Maule,7,Molina,49800.0,83,166.7,2,4.0,22,44.2,22,44.2,166.66666669999998
Maule,7,Parral,44544.0,172,386.1,0,0.0,31,69.6,31,69.6,386.1350575
Maule,7,Pelarco,9083.0,34,374.3,0,0.0,5,55.0,5,55.0,374.3256633
Maule,7,Pelluhue,8092.0,47,580.8,0,0.0,16,197.7,16,197.7,580.8205634999999
Maule,7,Pencahue,8601.0,23,267.4,0,0.0,6,69.8,6,69.8,267.4107662
Maule,7,Rauco,11248.0,35,311.2,0,0.0,15,133.4,15,133.4,311.1664296
Maule,7,Retiro,21071.0,100,474.6,0,0.0,27,128.1,27,128.1,474.5859238
Maule,7,Río Claro,14753.0,28,189.8,2,13.6,3,20.3,3,20.3,189.79190669999997
Maule,7,Romeral,16170.0,104,643.2,0,0.0,36,222.6,36,222.6,643.1663575
Maule,7,Sagrada Familia,19469.0,38,195.2,0,0.0,13,66.8,13,66.8,195.1820843
Maule,7,San Clemente,46292.0,158,341.3,2,4.3,57,123.1,56,121.0,341.3116737
Maule,7,San Javier,49451.0,164,331.6,0,0.0,52,105.2,52,105.2,331.6414228
Maule,7,San Rafael,9959.0,79,793.3,0,0.0,12,120.5,12,120.5,793.2523346
Maule,7,Talca,236724.0,762,321.9,3,1.3,261,110.3,261,110.3,321.89385110000006
Maule,7,Teno,30850.0,57,184.8,1,3.2,24,77.8,24,77.8,184.7649919
Maule,7,Vichuquén,4381.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Maule,7,Villa Alegre,17512.0,42,239.8,0,0.0,17,97.1,17,97.1,239.83554130000002
Maule,7,Yerbas Buenas,19200.0,87,453.1,2,10.4,21,109.4,21,109.4,453.125
Desconocido,,-,,59,0.0,0,0.0,21,0.0,21,0.0,
Ñuble,16,Bulnes,22607.0,236,1043.9,3,13.3,25,110.6,25,110.6,1043.924448
Ñuble,16,Chillán,198624.0,930,468.2,9,4.5,206,103.7,205,103.2,468.221363
Ñuble,16,Chillán Viejo,33827.0,169,499.6,1,3.0,38,112.3,38,112.3,499.60091050000005
Ñuble,16,Cobquecura,5275.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Ñuble,16,Coelemu,16845.0,50,296.8,0,0.0,23,136.5,23,136.5,296.8239834
Ñuble,16,Coihueco,28375.0,73,257.3,3,10.6,18,63.4,17,59.9,257.2687225
Ñuble,16,El Carmen,12334.0,51,413.5,1,8.1,18,145.9,18,145.9,413.4911626
Ñuble,16,Ninhue,5414.0,19,350.9,1,18.5,7,129.3,7,129.3,350.9420022
Ñuble,16,Ñiquén,11567.0,60,518.7,1,8.6,24,207.5,24,207.5,518.7170399
Ñuble,16,Pemuco,8639.0,49,567.2,0,0.0,27,312.5,27,312.5,567.1952772000001
Ñuble,16,Pinto,11880.0,26,218.9,0,0.0,8,67.3,8,67.3,218.8552189
Ñuble,16,Portezuelo,4940.0,7,141.7,0,0.0,0,0.0,0,0.0,141.70040490000002
Ñuble,16,Quillón,18777.0,116,617.8,2,10.7,39,207.7,39,207.7,617.7770677
Ñuble,16,Quirihue,12192.0,25,205.1,0,0.0,3,24.6,3,24.6,205.0524934
Ñuble,16,Ranquil,6261.0,18,287.5,0,0.0,6,95.8,6,95.8,287.4940105
Ñuble,16,San Carlos,56252.0,266,472.9,2,3.6,136,241.8,136,241.8,472.87207570000004
Ñuble,16,San Fabián,4654.0,9,193.4,0,0.0,0,0.0,0,0.0,193.38203700000003
Ñuble,16,San Ignacio,16624.0,110,661.7,1,6.0,75,451.2,75,451.2,661.6939365000001
Ñuble,16,San Nicolás,12172.0,54,443.6,1,8.2,8,65.7,8,65.7,443.6411436000001
Ñuble,16,Treguaco,5696.0,3,52.7,0,0.0,0,0.0,0,0.0,52.66853933
Ñuble,16,Yungay,18596.0,76,408.7,0,0.0,11,59.2,11,59.2,408.6900409
Desconocido,,-,,6,0.0,0,0.0,5,0.0,5,0.0,
Biobío,8,Alto Biobío,6775.0,151,2228.8,0,0.0,18,265.7,18,265.7,2228.782288
Biobío,8,Antuco,4306.0,26,603.8,0,0.0,6,139.3,6,139.3,603.8086390999999
Biobío,8,Arauco,38679.0,134,346.4,1,2.6,51,131.9,51,131.9,346.4412213
Biobío,8,Cabrero,30725.0,123,400.3,0,0.0,75,244.1,75,244.1,400.3254679
Biobío,8,Cañete,37003.0,24,64.9,0,0.0,5,13.5,5,13.5,64.85960598
Biobío,8,Chiguayante,91180.0,226,247.9,3,3.3,77,84.4,76,83.4,247.8613731
Biobío,8,Concepción,238092.0,767,322.1,9,3.8,309,129.8,307,128.9,322.1443812
Biobío,8,Contulmo,6330.0,4,63.2,0,0.0,3,47.4,3,47.4,63.19115324
Biobío,8,Coronel,125829.0,514,408.5,2,1.6,211,167.7,211,167.7,408.49088839999996
Biobío,8,Curanilahue,33892.0,31,91.5,1,3.0,17,50.2,16,47.2,91.46701286
Biobío,8,Florida,11841.0,9,76.0,0,0.0,3,25.3,3,25.3,76.007094
Biobío,8,Hualpén,97273.0,262,269.3,2,2.1,65,66.8,65,66.8,269.3450392
Biobío,8,Hualqui,26201.0,79,301.5,2,7.6,24,91.6,23,87.8,301.51520930000004
Biobío,8,Laja,23873.0,84,351.9,0,0.0,13,54.5,13,54.5,351.8619361
Biobío,8,Lebu,27100.0,20,73.8,0,0.0,7,25.8,7,25.8,73.80073801
Biobío,8,Los Álamos,22524.0,17,75.5,0,0.0,9,40.0,9,40.0,75.47504884
Biobío,8,Los Ángeles,218515.0,468,214.2,1,0.5,113,51.7,113,51.7,214.1729401
Biobío,8,Lota,45750.0,122,266.7,0,0.0,44,96.2,44,96.2,266.6666667
Biobío,8,Mulchén,31041.0,29,93.4,0,0.0,4,12.9,4,12.9,93.42482523
Biobío,8,Nacimiento,27944.0,66,236.2,1,3.6,21,75.2,21,75.2,236.186659
Biobío,8,Negrete,10429.0,73,700.0,0,0.0,27,258.9,27,258.9,699.9712341
Biobío,8,Penco,49865.0,167,334.9,0,0.0,87,174.5,87,174.5,334.9042415
Biobío,8,Quilaco,4179.0,6,143.6,0,0.0,3,71.8,3,71.8,143.5750179
Biobío,8,Quilleco,10032.0,7,69.8,0,0.0,1,10.0,1,10.0,69.77671451
Biobío,8,San Pedro de la Paz,145906.0,388,265.9,3,2.1,125,85.7,124,85.0,265.9246364
Biobío,8,San Rosendo,3611.0,12,332.3,0,0.0,2,55.4,2,55.4,332.31791749999996
Biobío,8,Santa Bárbara,14592.0,72,493.4,0,0.0,27,185.0,27,185.0,493.42105260000005
Biobío,8,Santa Juana,14779.0,45,304.5,0,0.0,31,209.8,31,209.8,304.48609510000006
Biobío,8,Talcahuano,158345.0,422,266.5,1,0.6,126,79.6,126,79.6,266.5066785
Biobío,8,Tirúa,11019.0,14,127.1,0,0.0,7,63.5,7,63.5,127.0532716
Biobío,8,Tomé,58729.0,215,366.1,0,0.0,85,144.7,85,144.7,366.08830389999997
Biobío,8,Tucapel,15205.0,67,440.6,0,0.0,19,125.0,19,125.0,440.64452479999994
Biobío,8,Yumbel,22132.0,57,257.5,0,0.0,21,94.9,21,94.9,257.5456353
Desconocido,,-,,168,0.0,0,0.0,123,0.0,123,0.0,
Araucanía,9,Angol,56058.0,292,520.9,4,7.1,79,140.9,79,140.9,520.8890792
Araucanía,9,Carahue,25486.0,70,274.7,0,0.0,2,7.8,2,7.8,274.660598
Araucanía,9,Cholchol,12341.0,25,202.6,0,0.0,2,16.2,2,16.2,202.5767766
Araucanía,9,Collipulli,26148.0,45,172.1,2,7.6,8,30.6,8,30.6,172.09729230000002
Araucanía,9,Cunco,18055.0,49,271.4,1,5.5,10,55.4,10,55.4,271.3929659
Araucanía,9,Curacautín,18178.0,23,126.5,0,0.0,10,55.0,10,55.0,126.5265706
Araucanía,9,Curarrehue,7802.0,4,51.3,0,0.0,0,0.0,0,0.0,51.26890541
Araucanía,9,Ercilla,8458.0,20,236.5,0,0.0,3,35.5,3,35.5,236.4625207
Araucanía,9,Freire,25446.0,104,408.7,1,3.9,16,62.9,16,62.9,408.7086379
Araucanía,9,Galvarino,12633.0,113,894.5,0,0.0,32,253.3,32,253.3,894.4827039999999
Araucanía,9,Gorbea,15148.0,38,250.9,1,6.6,10,66.0,10,66.0,250.85819909999998
Araucanía,9,Lautaro,40746.0,108,265.1,0,0.0,12,29.5,12,29.5,265.0566927
Araucanía,9,Loncoche,24739.0,66,266.8,0,0.0,13,52.5,13,52.5,266.7852379
